idMLL	id	Type	Sub	Ori	LblEN	LblLNG	LastUpd	LastUpdTrad	User	Lng
849	24201	Geo	Nnn	TbPatPrv	Congo	KONGO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
851	24208	Geo	Nnn	TbPatPrv	Congo, the Democratic Republic of the	DEMOKRATYCZNA REPUBLIKA KONGO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
853	24215	Geo	Nnn	TbPatPrv	Cook islands	WYSPY COOKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
855	24222	Geo	Nnn	TbPatPrv	Costa rica	KOSTARYKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
857	24229	Geo	Nnn	TbPatPrv	Cote d'ivoire	WYBRZEŻE KOŚCI SŁONIOWEJ	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
859	24236	Geo	Nnn	TbPatPrv	Croatia	CHORWACJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
861	24243	Geo	Nnn	TbPatPrv	Cuba	KUBA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
863	24250	Geo	Nnn	TbPatPrv	Cyprus	CYPR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
865	24257	Geo	Nnn	TbPatPrv	Czech Republic	CZECHY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
867	24264	Geo	Nnn	TbPatPrv	Denmark	DANIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
869	24271	Geo	Nnn	TbPatPrv	Djibouti	DŻIBUTI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
871	24278	Geo	Nnn	TbPatPrv	Dominica	DOMINIKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
873	24285	Geo	Nnn	TbPatPrv	Dominican Republic	DOMINIKANA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
875	24292	Geo	Nnn	TbPatPrv	Ecuador	EKWADOR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
877	24299	Geo	Nnn	TbPatPrv	Egypt	EGIPT	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
879	24306	Geo	Nnn	TbPatPrv	El Salvador	SALWADOR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
881	24313	Geo	Nnn	TbPatPrv	Equatorial Guinea	GWINEA RÓWNIKOWA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
883	24320	Geo	Nnn	TbPatPrv	Eritrea	ERYTREA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
885	24327	Geo	Nnn	TbPatPrv	Estonia	ESTONIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
887	24334	Geo	Nnn	TbPatPrv	Ethiopia	ETIOPIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
889	24341	Geo	Nnn	TbPatPrv	Falkland islands (malvinas)	FALKLANDY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
891	24348	Geo	Nnn	TbPatPrv	Faroe Islands	WYSPY OWCZE	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
893	24355	Geo	Nnn	TbPatPrv	Fiji	FIDZI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
895	24362	Geo	Nnn	TbPatPrv	Finland	FINLANDIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
897	24369	Geo	Nnn	TbPatPrv	France	FRANCJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
899	24376	Geo	Nnn	TbPatPrv	French guiana	GUJANA FRANCUSKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
901	24383	Geo	Nnn	TbPatPrv	French Polynesia	POLINEZJA FRANCUSKA	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
903	24390	Geo	Nnn	TbPatPrv	French southern territories	FRANCUSKIE TERYTORIA POŁUDNIOWE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
905	24397	Geo	Nnn	TbPatPrv	Gabon	GABON	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
907	24404	Geo	Nnn	TbPatPrv	Gambia	GAMBIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
909	24411	Geo	Nnn	TbPatPrv	Georgia	GRUZJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
911	24418	Geo	Nnn	TbPatPrv	Germany	NIEMCY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
913	24425	Geo	Nnn	TbPatPrv	Ghana	GHANA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
915	24432	Geo	Nnn	TbPatPrv	Gibraltar	GIBRALTAR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
917	24439	Geo	Nnn	TbPatPrv	Greece	GRECJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
919	24446	Geo	Nnn	TbPatPrv	Greenland	GRENLANDIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
921	24453	Geo	Nnn	TbPatPrv	Grenada	GRENADA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
923	24460	Geo	Nnn	TbPatPrv	Guadeloupe	GWADELUPA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
925	24467	Geo	Nnn	TbPatPrv	Guam	GUAM	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
927	24474	Geo	Nnn	TbPatPrv	Guatemala	GWATEMALA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
929	24481	Geo	Nnn	TbPatPrv	Guernsey	GUERNSEY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
931	24488	Geo	Nnn	TbPatPrv	Guinea	GWINEA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
933	24495	Geo	Nnn	TbPatPrv	Guinea-bissau	GUINEA-BISSAU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
935	24502	Geo	Nnn	TbPatPrv	Guyana	GUJANA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
937	24509	Geo	Nnn	TbPatPrv	Haiti	HAITI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
939	24516	Geo	Nnn	TbPatPrv	Heard island and mcdonald islands	WYSPY HEARD I MCDONALD 	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
941	24523	Geo	Nnn	TbPatPrv	Holy see (vatican city state)	WATYKAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
943	24530	Geo	Nnn	TbPatPrv	Honduras	HONDURAS	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
945	24537	Geo	Nnn	TbPatPrv	Hong Kong	HONG KONG	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
947	24544	Geo	Nnn	TbPatPrv	Hungary	WĘGRY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
949	24551	Geo	Nnn	TbPatPrv	Iceland	ISLANDIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
951	24558	Geo	Nnn	TbPatPrv	India	INDIE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
953	24565	Geo	Nnn	TbPatPrv	Indonesia	INDONEZJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
955	24572	Geo	Nnn	TbPatPrv	Iran, Islamic Republic of	ISLAMSKA REBUBLIKA IRANU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
957	24579	Geo	Nnn	TbPatPrv	Iraq	IRAK	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
959	24586	Geo	Nnn	TbPatPrv	Ireland	IRLANDIA	2014-09-15 15:26:00	2018-04-12	dkarczma	pl	
961	24593	Geo	Nnn	TbPatPrv	Isle of man	WYSPA MAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
963	24600	Geo	Nnn	TbPatPrv	Israel	IZRAEL	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
965	24607	Geo	Nnn	TbPatPrv	Italy	WŁOCHY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
967	24614	Geo	Nnn	TbPatPrv	Jamaica	JAMAJKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
969	24621	Geo	Nnn	TbPatPrv	Japan	JAPONIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
971	24628	Geo	Nnn	TbPatPrv	Jersey	JERSEY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
973	24635	Geo	Nnn	TbPatPrv	Jordan	JORDANIA	2014-09-15 15:26:00	2018-04-12	dkarczma	pl	
975	24642	Geo	Nnn	TbPatPrv	Kazakhstan	KAZACHSTAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
977	24649	Geo	Nnn	TbPatPrv	Kenya	KENIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
979	24656	Geo	Nnn	TbPatPrv	Kiribati	KIRIBATI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
981	24663	Geo	Nnn	TbPatPrv	Korea, Democratic People's Republic of	KOREA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
983	24670	Geo	Nnn	TbPatPrv	Korea, Republic of	KOREA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
985	24677	Geo	Nnn	TbPatPrv	Kuwait	KUWEJT	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
987	24684	Geo	Nnn	TbPatPrv	Kyrgyzstan	KIRGISTAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
989	24691	Geo	Nnn	TbPatPrv	Lao people's democratic republic	LAOS	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
991	24698	Geo	Nnn	TbPatPrv	Latvia	ŁOTWA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
993	24705	Geo	Nnn	TbPatPrv	Lebanon	LIBAN	2014-09-15 15:26:00	2018-04-12	dkarczma	pl	
995	24712	Geo	Nnn	TbPatPrv	Lesotho	LESOTHO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
997	24719	Geo	Nnn	TbPatPrv	Liberia	LIBERIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
999	24726	Geo	Nnn	TbPatPrv	Libyan Arab Jamahiriya	LIBYAN ARAB JAMAHIRIYA	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
1001	24733	Geo	Nnn	TbPatPrv	Liechtenstein	LICHTENSTEIN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1003	24740	Geo	Nnn	TbPatPrv	Lithuania	LITWA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1005	24747	Geo	Nnn	TbPatPrv	Luxembourg	LUKSEMBURG	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1007	24754	Geo	Nnn	TbPatPrv	Macao	MAKAU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1009	24761	Geo	Nnn	TbPatPrv	Macedonia, the former Yugoslav Republic of	MACEDONIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1011	24768	Geo	Nnn	TbPatPrv	Madagascar	MADAGASKAR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1013	24775	Geo	Nnn	TbPatPrv	Malawi	MALAWI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1015	24782	Geo	Nnn	TbPatPrv	Malaysia	MALEZJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1017	24789	Geo	Nnn	TbPatPrv	Maldives	MALEDIWY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1019	24796	Geo	Nnn	TbPatPrv	Mali	MALI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1021	24803	Geo	Nnn	TbPatPrv	Malta	MALTA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1023	24810	Geo	Nnn	TbPatPrv	Marshall islands	WYSPY MARSHALLA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1025	24817	Geo	Nnn	TbPatPrv	Martinique	MARTYNIKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1027	24824	Geo	Nnn	TbPatPrv	Mauritania	MAURETANIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1029	24831	Geo	Nnn	TbPatPrv	Mauritius	MAURITIUS	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1031	24838	Geo	Nnn	TbPatPrv	Mayotte	MAYOTTE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1033	24845	Geo	Nnn	TbPatPrv	Mexico	MEKSYK	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1035	24852	Geo	Nnn	TbPatPrv	Micronesia, federated states of	FEDERALNE STANY MIKRONEZJI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1037	24859	Geo	Nnn	TbPatPrv	Moldova, Republic of	MOŁDAWIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1039	24866	Geo	Nnn	TbPatPrv	Monaco	MONKAO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1041	24873	Geo	Nnn	TbPatPrv	Mongolia	MONGOLIA	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
1043	24880	Geo	Nnn	TbPatPrv	Montenegro	MONTENEGRO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1045	24887	Geo	Nnn	TbPatPrv	Montserrat	MONTSERRAT	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1047	24894	Geo	Nnn	TbPatPrv	Morocco	MAROKO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1049	24901	Geo	Nnn	TbPatPrv	Mozambique	MOZAMBIK	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1051	24908	Geo	Nnn	TbPatPrv	Myanmar	MJANMA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1053	24915	Geo	Nnn	TbPatPrv	Namibia	NAMIBIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1055	24922	Geo	Nnn	TbPatPrv	Nauru	NAURU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1057	24929	Geo	Nnn	TbPatPrv	Nepal	NEPAL	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1059	24936	Geo	Nnn	TbPatPrv	Netherlands	HOLANDIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1061	24943	Geo	Nnn	TbPatPrv	Netherlands antilles	ANTYLE HOLENDERSKIE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1063	24950	Geo	Nnn	TbPatPrv	New Caledonia	NOWA KALEDONIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1065	24957	Geo	Nnn	TbPatPrv	New Zealand	NOWA ZELANDIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1067	24964	Geo	Nnn	TbPatPrv	Nicaragua	NIKARAGUA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1069	24971	Geo	Nnn	TbPatPrv	Niger	NIGER	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1071	24978	Geo	Nnn	TbPatPrv	Nigeria	NIGERIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1073	24985	Geo	Nnn	TbPatPrv	Niue	NIUE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1075	24992	Geo	Nnn	TbPatPrv	Norfolk island	WYSPY NORFOLK	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1077	24999	Geo	Nnn	TbPatPrv	Northern mariana islands	MARIANY PÓŁNOCNE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1079	25006	Geo	Nnn	TbPatPrv	Norway	NORWEGIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1081	25013	Geo	Nnn	TbPatPrv	Oman	OMAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1083	25020	Geo	Nnn	TbPatPrv	Pakistan	PAKISTAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1085	25027	Geo	Nnn	TbPatPrv	Palau	PALAU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1087	25034	Geo	Nnn	TbPatPrv	Palestinian Territory, occupied	PALESTYNA	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
1089	25041	Geo	Nnn	TbPatPrv	Panama	PANAMA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1091	25048	Geo	Nnn	TbPatPrv	Papua new guinea	PAPUA NOWA GWINEA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1093	25055	Geo	Nnn	TbPatPrv	Paraguay	PARAGWAJ	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1095	25062	Geo	Nnn	TbPatPrv	Peru	PERU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1097	25069	Geo	Nnn	TbPatPrv	Philippines	FILIPINY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1099	25076	Geo	Nnn	TbPatPrv	Pitcairn	PITCAIRN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1101	25083	Geo	Nnn	TbPatPrv	Poland	POLSKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1103	25090	Geo	Nnn	TbPatPrv	Portugal	PORTUGALIA 	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1105	25097	Geo	Nnn	TbPatPrv	Puerto rico	PUERTO RICO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1107	25104	Geo	Nnn	TbPatPrv	Qatar	KATAR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1109	25111	Geo	Nnn	TbPatPrv	Reunion	REUNION	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1111	25118	Geo	Nnn	TbPatPrv	Romania	RUMUNIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1113	25125	Geo	Nnn	TbPatPrv	Russian Federation	ROSJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1115	25132	Geo	Nnn	TbPatPrv	Rwanda	RWANDA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1117	25139	Geo	Nnn	TbPatPrv	Saint barthélemy		2014-09-15 15:09:00		dbo	pl	
1119	25146	Geo	Nnn	TbPatPrv	Saint helena	WYSPA ŚWIETEJ HELENY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1121	25153	Geo	Nnn	TbPatPrv	Saint kitts and nevis	SAINT KITTS I NEVIS	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1123	25160	Geo	Nnn	TbPatPrv	Saint lucia	SAINT LUCIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1125	25167	Geo	Nnn	TbPatPrv	Saint martin	SAINT MARTIN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1127	25174	Geo	Nnn	TbPatPrv	Saint pierre and miquelon	SAINT PIERRE I MIQUELON	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1129	25181	Geo	Nnn	TbPatPrv	Saint vincent and the grenadines	SAINT VINCENT I GRENADYNY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1131	25188	Geo	Nnn	TbPatPrv	Samoa	SAMOA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1133	25195	Geo	Nnn	TbPatPrv	San Marino	SAN MARINO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1135	25202	Geo	Nnn	TbPatPrv	Sao tome and principe	SAO TOME I PRINCIPE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1137	25209	Geo	Nnn	TbPatPrv	Saudi Arabia	ARABIA SAUDYJSKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1139	25216	Geo	Nnn	TbPatPrv	Senegal	SENEGAL	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1141	25223	Geo	Nnn	TbPatPrv	Serbia	SERBIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1143	25230	Geo	Nnn	TbPatPrv	Seychelles	SESZELE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1145	25237	Geo	Nnn	TbPatPrv	Sierra leone	SIERRA LEONE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1147	25244	Geo	Nnn	TbPatPrv	Singapore	SINGAPUR	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1149	25251	Geo	Nnn	TbPatPrv	Slovakia	SŁOWACJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1151	25258	Geo	Nnn	TbPatPrv	Slovenia	SŁOWNIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1153	25265	Geo	Nnn	TbPatPrv	Solomon islands	WYSPY SALOMONA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1155	25272	Geo	Nnn	TbPatPrv	Somalia	SOMALIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1157	25279	Geo	Nnn	TbPatPrv	South Africa	AFRYKA POŁUDNIOWA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1159	25286	Geo	Nnn	TbPatPrv	South georgia and the south sandwich islands	GEORGIA POŁUDNIOWA I SANDWICH POŁUDNIOWY	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1161	25293	Geo	Nnn	TbPatPrv	Spain	HISZPANIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1163	25300	Geo	Nnn	TbPatPrv	Sri Lanka	SRI LANKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1165	25307	Geo	Nnn	TbPatPrv	Sudan	SUDAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1167	25314	Geo	Nnn	TbPatPrv	Suriname	SURINAME	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1169	25321	Geo	Nnn	TbPatPrv	Svalbard and jan mayen	SVALBARD I JAN MAYEN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1171	25328	Geo	Nnn	TbPatPrv	Swaziland	SUAZI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1173	25335	Geo	Nnn	TbPatPrv	Sweden	SZWECJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1175	25342	Geo	Nnn	TbPatPrv	Switzerland	SZWAJCARIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1177	25349	Geo	Nnn	TbPatPrv	Syrian Arab Republic	SYRIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1179	25356	Geo	Nnn	TbPatPrv	Taiwan, Province of China	TAJWAN	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
1181	25363	Geo	Nnn	TbPatPrv	Tajikistan	TADŻYKISTAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1183	25370	Geo	Nnn	TbPatPrv	Tanzania, United Republic of	TANZANIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1185	25377	Geo	Nnn	TbPatPrv	Thailand	TAJLANDIA	2014-09-15 15:26:00	2018-04-12	dkarczma	pl	
1187	25384	Geo	Nnn	TbPatPrv	Timor-leste	TIMOR-LESTE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1189	25391	Geo	Nnn	TbPatPrv	Togo	TOGO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1191	25398	Geo	Nnn	TbPatPrv	Tokelau	TOKELAU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1193	25405	Geo	Nnn	TbPatPrv	Tonga	TONKA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1195	25412	Geo	Nnn	TbPatPrv	Trinidad and Tobago	TRINIDAD AND TOBAGO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1197	25419	Geo	Nnn	TbPatPrv	Tunisia	TUNEZJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1199	25426	Geo	Nnn	TbPatPrv	Turkey	TURCJA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1201	25433	Geo	Nnn	TbPatPrv	Turkmenistan	TURKMENISTAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1203	25440	Geo	Nnn	TbPatPrv	Turks and caicos islands	TURKS I CAICOS	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1205	25447	Geo	Nnn	TbPatPrv	Tuvalu	TUVALU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1207	25454	Geo	Nnn	TbPatPrv	Uganda	UGANDA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1209	25461	Geo	Nnn	TbPatPrv	Ukraine	UKRAINA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1211	25468	Geo	Nnn	TbPatPrv	United Arab Emirates	ZJEDNOCZONE EMIRATY ARABSKIE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1213	25475	Geo	Nnn	TbPatPrv	United Kingdom	ZJEDNOCZONE KRÓLESTWO	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1215	25482	Geo	Nnn	TbPatPrv	United States	STANY ZJEDNOCZONE AMERYKI	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1217	25489	Geo	Nnn	TbPatPrv	United states minor outlying islands	DALEKIE WYSPY MNIEJSZE STANÓW ZJEDNOCZONYCH	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1219	25496	Geo	Nnn	TbPatPrv	Uruguay	URUGWAJ	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1221	25503	Geo	Nnn	TbPatPrv	Uzbekistan	UZBEKISTAN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1223	25510	Geo	Nnn	TbPatPrv	Vanuatu	VANUATU	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1225	25517	Geo	Nnn	TbPatPrv	Venezuela	WENEZUELA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1227	25524	Geo	Nnn	TbPatPrv	Viet Nam	WIETNAM	2014-09-16 10:13:00	2018-04-12	dkarczma	pl	
1229	25531	Geo	Nnn	TbPatPrv	Virgin islands, british	BRYTYJSKIE WYSPYDZIEWICZE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1231	25538	Geo	Nnn	TbPatPrv	Virgin islands, u.s.	WYSPY DZIEWICZE STANÓW ZJEDNOCZONYCH	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1233	25545	Geo	Nnn	TbPatPrv	Wallis and futuna	WALLIS I FUTUNA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1235	25552	Geo	Nnn	TbPatPrv	Western sahara	SAHARA ZACHODNIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1237	25559	Geo	Nnn	TbPatPrv	Yemen	JEMEN	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1239	25566	Geo	Nnn	TbPatPrv	Zambia	ZAMBIA	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1241	25573	Geo	Nnn	TbPatPrv	Zimbabwe	ZIMBABWE	2014-09-15 15:09:00	2018-04-12	dkarczma	pl	
1243	25580	Pop	Nnn	TbPatPrv	Alaskan Eskimos		2014-09-15 10:39:00		dbo	pl	
1245	25587	Pop	Nnn	TbPatPrv	Alaskans		2014-09-15 10:39:00		dbo	pl	
1247	25594	Pop	Nnn	TbPatPrv	Amish		2014-09-15 10:39:00		dbo	pl	
1249	25601	Pop	Nnn	TbPatPrv	Amish in Lancaster County, Pennsylvania		2014-09-15 10:39:00		dbo	pl	
1251	25608	Pop	Nnn	TbPatPrv	Ashkenazi Jews		2014-09-15 10:39:00		dbo	pl	
1253	25615	Pop	Nnn	TbPatPrv	Asians in UK		2014-09-15 10:39:00		dbo	pl	
1255	25622	Pop	Nnn	TbPatPrv	Basque Country in Spain		2014-09-15 10:39:00		dbo	pl	
1257	25629	Pop	Nnn	TbPatPrv	Bedouin		2014-09-15 10:39:00		dbo	pl	
